,accident_id,engine_ELEC,engine_GTFN,engine_HR,engine_LR,engine_NONE,engine_REC,engine_TF,engine_TJ,engine_TP,engine_TS,engine_UNK
19595,20190617X63635_1,0,0,0,0,0,1,0,0,0,0,0
19596,20190620X44854_1,0,0,0,0,0,1,0,0,0,0,0
19597,20190620X11211_1,0,0,0,0,0,1,0,0,0,0,0
19598,20190621X62752_1,0,0,0,0,0,1,0,0,0,0,0
19599,20190622X23034_1,0,0,0,0,0,0,0,0,1,0,0
19601,20190621X03823_1,0,0,0,0,0,1,0,0,0,0,0
19602,20190621X05940_1,0,0,0,0,0,1,0,0,0,0,0
19603,20190622X51304_1,0,0,0,0,0,1,0,0,0,0,0
19604,20190621X51852_1,0,0,0,0,0,1,0,0,0,0,0
19605,20190624X12053_1,0,0,0,0,0,1,0,0,0,0,0
19606,20190624X91855_1,0,0,0,0,0,1,0,0,0,0,0
19607,20190617X80121_1,0,0,0,0,0,1,0,0,0,0,0
19608,20190624X60317_1,0,0,0,0,0,1,0,0,0,0,0
19609,20190624X91854_1,0,0,0,0,0,1,0,0,0,0,0
19610,20190624X52235_1,0,0,0,0,0,1,0,0,0,0,0
19611,20190625X32607_1,0,0,0,0,0,1,0,0,0,0,0
19612,20190624X91853_1,0,0,0,0,0,1,0,0,0,0,0
19613,20190624X40852_1,0,0,0,0,0,1,0,0,0,0,0
19614,20190625X34442_1,0,0,0,0,0,1,0,0,0,0,0
19615,20190611X24654_1,0,0,0,0,0,1,0,0,0,0,0
19616,20190625X84116_1,0,0,0,0,0,1,0,0,0,0,0
19617,20190507X80802_1,0,0,0,0,0,1,0,0,0,0,0
19618,20190626X22553_1,0,0,0,0,0,1,0,0,0,0,0
19619,20190627X30321_1,0,0,0,0,0,1,0,0,0,0,0
19620,20190628X04252_1,0,0,0,0,0,1,0,0,0,0,0
19622,20190628X64455_1,0,0,0,0,0,0,0,0,0,1,0
19624,20190628X03218_1,0,0,0,0,0,1,0,0,0,0,0
19625,20190628X14311_1,0,0,0,0,0,1,0,0,0,0,0
19626,20190628X02739_1,0,0,0,0,0,1,0,0,0,0,0
19627,20190627X84648_1,0,0,0,0,0,1,0,0,0,0,0
19628,20190628X74925_1,0,0,0,0,0,1,0,0,0,0,0
19629,20190628X64031_1,0,0,0,0,0,1,0,0,0,0,0
19630,20190628X80552_1,0,0,0,0,0,0,0,1,0,0,0
19632,20190629X02810_1,0,0,0,0,0,1,0,0,0,0,0
19634,20190630X25602_1,0,0,0,0,0,1,0,0,0,0,0
19635,20190630X31613_1,0,0,0,0,0,1,0,0,0,0,0
19636,20190630X33829_1,0,0,0,0,0,0,0,0,1,0,0
19638,20190630X05538_1,0,0,0,0,0,1,0,0,0,0,0
19639,20190630X20833_1,0,0,0,0,0,1,0,0,0,0,0
19640,20190630X91504_1,0,0,0,0,0,1,0,0,0,0,0
19641,20190701X03630_1,0,0,0,0,0,1,0,0,0,0,0
19642,20190630X15847_1,0,0,0,0,0,1,0,0,0,0,0
19643,20190701X32115_1,0,0,0,0,0,1,0,0,0,0,0
19644,20190630X15605_1,0,0,0,0,0,1,0,0,0,0,0
19645,20190701X40440_1,0,0,0,0,0,0,0,0,0,1,0
19646,20190701X42015_1,0,0,0,0,0,1,0,0,0,0,0
19647,20190630X20100_1,0,0,0,0,0,1,0,0,0,0,0
19648,20190702X74652_1,0,0,0,0,0,1,0,0,0,0,0
19649,20190702X80000_1,0,0,0,0,0,1,0,0,0,0,0
19650,20190702X80900_1,0,0,0,0,0,1,0,0,0,0,0
19651,20190701X01033_1,0,0,0,0,0,1,0,0,0,0,0
19652,20190630X21332_1,0,0,0,0,0,1,0,0,0,0,0
19653,20190702X24138_1,0,0,0,0,0,1,0,0,0,0,0
19654,20190702X45044_1,0,0,0,0,0,1,0,0,0,0,0
19655,20190630X22854_1,0,0,0,0,0,1,0,0,0,0,0
19656,20190703X94752_1,0,0,0,0,0,1,0,0,0,0,0
19657,20190701X74526_1,0,0,0,0,0,1,0,0,0,0,0
19658,20190701X50002_1,0,0,0,0,0,1,0,0,0,0,0
19659,20190703X62644_1,0,0,0,0,0,1,0,0,0,0,0
19660,20190628X10959_1,0,0,0,0,0,1,0,0,0,0,0
19661,20190703X52225_1,0,0,0,0,0,1,0,0,0,0,0
19662,20190703X85557_1,0,0,0,0,0,1,0,0,0,0,0
19663,20190704X21909_1,0,0,0,0,0,0,0,0,0,1,0
19665,20190703X93256_1,0,0,0,0,0,1,0,0,0,0,0
19666,20190704X63244_1,0,0,0,0,0,1,0,0,0,0,0
19667,20190704X63124_1,0,0,0,0,0,1,0,0,0,0,0
19668,20190704X30312_1,0,0,0,0,0,0,0,0,0,1,0
19669,20190706X03014_1,0,0,0,0,0,1,0,0,0,0,0
19670,20190706X70756_1,0,0,0,0,0,1,0,0,0,0,0
19671,20190703X91828_1,0,0,0,0,0,1,0,0,0,0,0
19672,20190708X21221_1,0,0,0,0,0,1,0,0,0,0,0
19673,20190708X22643_1,0,0,0,0,0,1,0,0,0,0,0
19674,20190706X74138_1,0,0,0,0,0,1,0,0,0,0,0
19675,20190708X20541_1,0,0,0,0,0,1,0,0,0,0,0
19676,20190708X35225_1,0,0,0,0,0,0,0,0,1,0,0
19677,20190703X95103_1,0,0,0,0,0,1,0,0,0,0,0
19678,20190707X23209_1,0,0,0,0,0,1,0,0,0,0,0
19679,20190708X44358_1,0,0,0,0,0,1,0,0,0,0,0
19680,20190708X12801_1,0,0,0,0,0,0,0,0,1,0,0
19681,20190707X11324_1,0,0,0,0,0,1,0,0,0,0,0
19682,20190704X84511_1,0,0,0,0,0,1,0,0,0,0,0
19683,20190630X22250_1,0,0,0,0,0,1,0,0,0,0,0
19684,20190708X14610_1,0,0,0,0,0,1,0,0,0,0,0
19685,20190709X83128_1,0,0,0,0,0,1,0,0,0,0,0
19686,20190708X83300_1,0,0,0,0,0,1,0,0,0,0,0
19687,20190709X25759_1,0,0,0,0,0,1,0,0,0,0,0
19688,20190709X23744_1,0,0,0,0,0,1,0,0,0,0,0
19690,20190630X14130_1,0,0,0,0,0,1,0,0,0,0,0
19691,20190709X24045_1,0,0,0,0,0,1,0,0,0,0,0
19692,20190706X10535_1,0,0,0,0,0,1,0,0,0,0,0
19693,20190630X21932_1,0,0,0,0,0,1,0,0,0,0,0
19694,20190703X45529_1,0,0,0,0,0,1,0,0,0,0,0
19695,20190709X93826_1,0,0,0,0,0,1,0,0,0,0,0
19696,20190710X94859_1,0,0,0,0,0,0,1,0,0,0,0
19698,20190709X05610_1,0,0,0,0,0,1,0,0,0,0,0
19699,20190708X75633_1,0,0,0,0,0,1,0,0,0,0,0
19700,20190709X43210_1,0,0,0,0,0,1,0,0,0,0,0
19701,20190707X01535_1,0,0,0,0,0,1,0,0,0,0,0
19702,20190709X25154_1,0,0,0,0,0,1,0,0,0,0,0
19703,20190711X21021_1,0,0,0,0,0,1,0,0,0,0,0
19704,20190703X54910_1,0,0,0,0,0,1,0,0,0,0,0
19706,20190711X74140_1,0,0,0,0,0,1,0,0,0,0,0
19707,20190711X41957_1,0,0,0,0,0,1,0,0,0,0,0
19708,20190711X43717_1,0,0,0,0,0,0,0,0,0,1,0
19709,20190711X52011_1,0,0,0,0,0,1,0,0,0,0,0
19710,20190710X85327_1,0,0,0,0,0,1,0,0,0,0,0
19712,20190711X60234_1,0,0,0,0,0,1,0,0,0,0,0
19713,20190711X50821_1,0,0,0,0,0,0,0,0,0,1,0
19715,20190711X63231_1,0,0,0,0,0,1,0,0,0,0,0
19716,20190711X23056_1,0,0,0,0,0,1,0,0,0,0,0
19717,20190712X22529_1,0,0,0,0,0,1,0,0,0,0,0
19718,20190712X24035_1,0,0,0,0,0,1,0,0,0,0,0
19719,20190712X54743_1,0,0,0,0,0,1,0,0,0,0,0
19720,20190713X95619_1,0,0,0,0,0,1,0,0,0,0,0
19721,20190713X34059_1,0,0,0,0,0,1,0,0,0,0,0
19722,20190713X01105_1,0,0,0,0,0,1,0,0,0,0,0
19723,20190715X00050_1,0,0,0,0,0,1,0,0,0,0,0
19724,20190715X04337_1,0,0,0,0,0,1,0,0,0,0,0
19725,20190715X05519_1,0,0,0,0,0,1,0,0,0,0,0
19726,20190713X65021_1,0,0,0,0,0,1,0,0,0,0,0
19727,20190714X02348_1,0,0,0,0,0,1,0,0,0,0,0
19728,20190715X23000_1,0,0,0,0,0,1,0,0,0,0,0
19729,20190715X02154_1,0,0,0,0,0,1,0,0,0,0,0
19730,20190715X33753_1,0,0,0,0,0,1,0,0,0,0,0
19731,20190714X02647_1,0,0,0,0,0,1,0,0,0,0,0
19732,20190715X45405_1,0,0,0,0,0,1,0,0,0,0,0
19733,20190715X52759_1,0,0,0,0,0,1,0,0,0,0,0
19734,20190630X15152_1,0,0,0,0,0,1,0,0,0,0,0
19735,20190630X90452_1,0,0,0,0,0,1,0,0,0,0,0
19736,20190715X91456_1,0,0,0,0,0,1,0,0,0,0,0
19737,20190716X24028_1,0,0,0,0,0,1,0,0,0,0,0
19738,20190716X14517_1,0,0,0,0,0,1,0,0,0,0,0
19739,20190716X55113_1,0,0,0,0,0,1,0,0,0,0,0
19740,20190716X73305_1,0,0,0,0,0,1,0,0,0,0,0
19741,20190716X33934_1,0,0,0,0,0,1,0,0,0,0,0
19742,20190716X43124_1,0,0,0,0,0,1,0,0,0,0,0
19743,20190715X31535_1,0,0,0,0,0,1,0,0,0,0,0
19744,20190716X81806_1,0,0,0,0,0,1,0,0,0,0,0
19745,20190716X74232_1,0,0,0,0,0,1,0,0,0,0,0
19746,20190716X10219_1,0,0,0,0,0,1,0,0,0,0,0
19747,20190717X00547_1,0,0,0,0,0,1,0,0,0,0,0
19748,20190717X03502_1,0,0,0,0,0,1,0,0,0,0,0
19749,20190717X83445_1,0,0,0,0,0,1,0,0,0,0,0
19750,20190718X15108_1,0,0,0,0,0,0,0,0,0,0,0
19752,20190717X91032_1,0,0,0,0,0,1,0,0,0,0,0
19753,20190704X25720_1,0,0,0,0,0,1,0,0,0,0,0
19754,20190718X15123_1,0,0,0,0,0,1,0,0,0,0,0
19755,20190718X21037_1,0,0,0,0,0,1,0,0,0,0,0
19756,20190718X51611_1,0,0,0,0,0,1,0,0,0,0,0
19758,20190719X23022_1,0,0,0,0,0,0,0,1,0,0,0
19760,20190719X33831_1,0,0,0,0,0,1,0,0,0,0,0
19761,20190628X75828_1,0,0,0,0,0,1,0,0,0,0,0
19762,20190718X14334_1,0,0,0,0,0,1,0,0,0,0,0
19763,20190719X51348_1,0,0,0,0,0,1,0,0,0,0,0
19764,20190719X64033_1,0,0,0,0,0,1,0,0,0,0,0
19765,20190720X65807_1,0,0,0,0,0,1,0,0,0,0,0
19766,20190720X61321_1,0,0,0,0,0,1,0,0,0,0,0
19767,20190714X00745_1,0,0,0,0,0,0,0,0,0,1,0
19768,20190720X74743_1,0,0,0,0,0,1,0,0,0,0,0
19769,20190721X02950_1,0,0,0,0,0,1,0,0,0,0,0
19770,20190721X51301_1,0,0,0,0,0,1,0,0,0,0,0
19771,20190721X44924_1,0,0,0,0,0,1,0,0,0,0,0
19772,20190719X55851_1,0,0,0,0,0,1,0,0,0,0,0
19773,20190722X93824_1,0,0,0,0,0,0,0,0,1,0,0
19774,20190719X40133_1,0,0,0,0,0,1,0,0,0,0,0
19775,20190720X64224_1,0,0,0,0,0,1,0,0,0,0,0
19776,20190721X34740_1,0,0,0,0,0,1,0,0,0,0,0
19777,20190722X34241_1,0,0,0,0,0,1,0,0,0,0,0
19778,20190718X95411_1,0,0,0,0,0,1,0,0,0,0,0
19779,20190721X24746_1,0,0,0,0,0,1,0,0,0,0,0
19780,20190719X40236_1,0,0,0,0,0,1,0,0,0,0,0
19782,20190721X74952_1,0,0,0,0,0,1,0,0,0,0,0
19783,20190722X83356_1,0,0,0,0,0,1,0,0,0,0,0
19784,20190722X90218_1,0,0,0,0,0,1,0,0,0,0,0
19785,20190720X80210_1,0,0,0,0,0,1,0,0,0,0,0
19786,20190723X91454_1,0,0,0,0,0,1,0,0,0,0,0
19787,20190723X90829_1,0,0,0,0,0,1,0,0,0,0,0
19788,20190724X81016_1,0,0,0,0,0,1,0,0,0,0,0
19789,20190724X81016_2,0,0,0,0,0,1,0,0,0,0,0
19790,20190724X13531_1,0,0,0,0,0,1,0,0,0,0,0
19791,20190721X45616_1,0,0,0,0,0,1,0,0,0,0,0
19792,20190720X75839_1,0,0,0,0,0,1,0,0,0,0,0
19793,20190724X23036_1,0,0,0,0,0,1,0,0,0,0,0
19795,20190723X50222_1,0,0,0,0,0,1,0,0,0,0,0
19796,20190722X23001_1,0,0,0,0,0,1,0,0,0,0,0
19798,20190724X83313_1,0,0,0,0,0,1,0,0,0,0,0
19800,20190721X40249_1,0,0,0,0,0,1,0,0,0,0,0
19801,20190722X15452_1,0,0,0,0,0,1,0,0,0,0,0
19802,20190724X24816_1,0,0,0,0,0,0,0,0,1,0,0
19803,20190725X95527_1,0,0,0,0,0,0,0,0,1,0,0
19804,20190725X01606_1,0,0,0,0,0,1,0,0,0,0,0
19805,20190725X80319_1,0,0,0,0,0,1,0,0,0,0,0
19806,20190726X83141_1,0,0,0,0,0,0,0,0,0,1,0
19807,20190726X91707_1,0,0,0,0,0,0,1,0,0,0,0
19809,20190726X75842_1,0,0,0,0,0,1,0,0,0,0,0
19810,20190726X01834_1,0,0,0,0,0,1,0,0,0,0,0
19811,20190727X50530_1,0,0,0,0,0,1,0,0,0,0,0
19812,20190728X20046_1,0,0,0,0,0,1,0,0,0,0,0
19814,20190728X22107_1,0,0,0,0,0,1,0,0,0,0,0
19815,20190728X32331_1,0,0,0,0,0,1,0,0,0,0,0
19816,20190728X21500_1,0,0,0,0,0,1,0,0,0,0,0
19817,20190727X52630_1,0,0,0,0,0,0,0,0,0,1,0
19818,20190728X20826_1,0,0,0,0,0,1,0,0,0,0,0
19819,20190729X85828_1,0,0,0,0,0,1,0,0,0,0,0
19820,20190729X90946_1,0,0,0,0,0,1,0,0,0,0,0
19821,20190724X41953_1,0,0,0,0,0,0,0,0,1,0,0
19822,20190729X04852_1,0,0,0,0,0,1,0,0,0,0,0
19823,20190729X43816_1,0,0,0,0,0,1,0,0,0,0,0
19824,20190725X72151_1,0,0,0,0,0,1,0,0,0,0,0
19825,20190730X94556_1,0,0,0,0,0,1,0,0,0,0,0
19826,20190728X45534_1,0,0,0,0,0,1,0,0,0,0,0
19827,20190730X14803_1,0,0,0,0,0,1,0,0,0,0,0
19828,20190725X92749_1,0,0,0,0,0,0,0,0,1,0,0
19829,20190730X15341_1,0,0,0,0,0,0,0,0,0,1,0
19830,20190710X24338_1,0,0,0,0,0,1,0,0,0,0,0
19832,20190713X90722_1,0,0,0,0,0,0,1,0,0,0,0
19834,20190727X42658_1,0,0,0,0,0,1,0,0,0,0,0
19835,20190727X42658_2,0,0,0,0,0,1,0,0,0,0,0
19836,20190728X30127_1,0,0,0,0,0,0,0,0,1,0,0
19838,20190730X62947_1,0,0,0,0,0,1,0,0,0,0,0
19839,20190730X53121_1,0,0,0,0,0,1,0,0,0,0,0
19840,20190731X80756_1,0,0,0,0,0,1,0,0,0,0,0
19841,20190731X90347_1,0,0,0,0,0,1,0,0,0,0,0
19842,20190731X04607_1,0,0,0,0,0,1,0,0,0,0,0
19843,20190731X25940_1,0,0,0,0,0,1,0,0,0,0,0
19844,20190731X25413_1,0,0,0,0,0,1,0,0,0,0,0
19845,20190801X93039_1,0,0,0,0,0,1,0,0,0,0,0
19846,20190801X04456_1,0,1,0,0,0,0,0,0,0,0,0
19848,20190730X64357_1,0,0,0,0,0,1,0,0,0,0,0
19849,20190801X84143_1,0,0,0,0,0,1,0,0,0,0,0
19850,20190723X70630_1,0,0,0,0,0,1,0,0,0,0,0
19851,20190803X03459_1,0,0,0,0,0,1,0,0,0,0,0
19852,20190804X85923_1,0,0,0,0,0,1,0,0,0,0,0
19854,20190803X22956_1,0,0,0,0,0,1,0,0,0,0,0
19855,20190803X74951_1,0,0,0,0,0,1,0,0,0,0,0
19856,20190804X90303_1,0,0,0,0,0,0,0,0,1,0,0
19857,20190802X91659_1,0,0,0,0,0,0,0,0,0,1,0
19858,20190804X03844_1,0,0,0,0,0,1,0,0,0,0,0
19859,20190805X55405_1,0,0,0,0,0,0,1,0,0,0,0
19861,20190805X82045_1,0,0,0,0,0,1,0,0,0,0,0
19862,20190806X45857_1,0,0,0,0,0,1,0,0,0,0,0
19863,20190806X52246_1,0,0,0,0,0,1,0,0,0,0,0
19864,20190722X10520_1,0,0,0,0,0,1,0,0,0,0,0
19865,20190806X21343_1,0,0,0,0,0,1,0,0,0,0,0
19866,20190805X13252_1,0,0,0,0,0,1,0,0,0,0,0
19867,20190807X92142_1,0,0,0,0,0,1,0,0,0,0,0
19868,20190807X11255_1,0,0,0,0,0,1,0,0,0,0,0
19869,20190807X15806_1,0,0,0,0,0,1,0,0,0,0,0
19870,20190807X70552_1,0,0,0,0,0,1,0,0,0,0,0
19871,20190808X71425_1,0,0,0,0,0,1,0,0,0,0,0
19872,20190808X43724_1,0,0,0,0,0,0,0,0,0,0,0
19874,20190808X43724_2,0,0,0,0,0,0,1,0,0,0,0
19876,20190808X13936_1,0,0,0,0,0,1,0,0,0,0,0
19877,20190804X03031_1,0,0,0,0,0,1,0,0,0,0,0
19878,20190808X10905_1,0,0,0,0,0,1,0,0,0,0,0
19879,20190808X54033_1,0,0,0,0,0,0,0,0,1,0,0
19880,20190808X62316_1,0,0,0,0,0,0,0,0,0,0,0
19884,20190731X35355_1,0,0,0,0,0,1,0,0,0,0,0
19885,20190808X82409_1,0,0,0,0,0,1,0,0,0,0,0
19886,20190808X34615_1,0,0,0,0,0,1,0,0,0,0,0
19888,20190809X92410_1,0,0,0,0,0,0,0,0,1,0,0
19889,20190809X33451_1,0,0,0,0,0,1,0,0,0,0,0
19890,20190810X23256_1,0,0,0,0,0,1,0,0,0,0,0
19891,20190811X63554_1,0,0,0,0,0,1,0,0,0,0,0
19892,20190811X65116_1,0,0,0,0,0,1,0,0,0,0,0
19893,20190809X53608_1,0,0,0,0,0,1,0,0,0,0,0
19894,20190811X80130_1,0,0,0,0,0,1,0,0,0,0,0
19895,20190811X81522_1,0,0,0,0,0,1,0,0,0,0,0
19896,20190811X02525_1,0,0,0,0,0,1,0,0,0,0,0
19897,20190811X34546_1,0,0,0,0,0,1,0,0,0,0,0
19898,20190731X81936_1,0,0,0,0,0,1,0,0,0,0,0
19899,20190809X93735_1,0,0,0,0,0,1,0,0,0,0,0
19900,20190813X21352_1,0,0,0,0,0,1,0,0,0,0,0
19901,20190813X55350_1,0,0,0,0,0,0,1,0,0,0,0
19903,20190813X05139_1,0,0,0,0,0,1,0,0,0,0,0
19907,20190814X20707_1,0,0,0,0,0,1,0,0,0,0,0
19908,20190813X45157_1,0,0,0,0,0,1,0,0,0,0,0
19909,20190814X02543_1,0,0,0,0,0,1,0,0,0,0,0
19910,20190813X74443_1,0,0,0,0,0,1,0,0,0,0,0
19912,20190814X24705_1,0,0,0,0,0,1,0,0,0,0,0
19913,20190815X13220_1,0,0,0,0,0,1,0,0,0,0,0
19915,20190812X52759_1,0,0,0,0,0,1,0,0,0,0,0
19916,20190815X44418_1,0,0,0,0,0,0,0,0,1,0,0
19918,20190814X82547_1,0,0,0,0,0,0,0,0,1,0,0
19920,20190815X34221_1,0,0,0,0,0,1,0,0,0,0,0
19921,20190815X74831_1,0,0,0,0,0,0,1,0,0,0,0
19923,20190816X23745_1,0,0,0,0,0,0,0,0,0,1,0
19924,20190816X35649_1,0,0,0,0,0,0,1,0,0,0,0
19926,20190815X62451_1,0,0,0,0,0,1,0,0,0,0,0
19927,20190816X21722_1,0,0,0,0,0,1,0,0,0,0,0
19928,20190818X75840_1,0,0,0,0,0,1,0,0,0,0,0
19930,20190818X02829_1,0,0,0,0,0,1,0,0,0,0,0
19932,20190818X03942_1,0,0,0,0,0,1,0,0,0,0,0
19933,20190818X23637_1,0,0,0,0,0,0,0,0,1,0,0
19934,20190818X33245_1,0,0,0,0,0,1,0,0,0,0,0
19935,20190819X52614_1,0,0,0,0,0,0,1,0,0,0,0
19937,20190819X55827_1,0,0,0,0,0,0,1,0,0,0,0
19939,20190726X34250_1,0,0,0,0,0,1,0,0,0,0,0
19940,20190819X52009_1,0,0,0,0,0,1,0,0,0,0,0
19941,20190819X64723_1,0,0,0,0,0,1,0,0,0,0,0
19942,20190819X74817_1,0,0,0,0,0,1,0,0,0,0,0
19943,20190819X10929_1,0,0,0,0,0,1,0,0,0,0,0
19944,20190812X01150_1,0,0,0,0,1,0,0,0,0,0,0
19945,20190819X04503_1,0,0,0,0,0,1,0,0,0,0,0
19946,20190819X13655_1,0,0,0,0,0,1,0,0,0,0,0
19947,20190819X61711_1,0,0,0,0,0,1,0,0,0,0,0
19948,20190818X24815_1,0,0,0,0,0,1,0,0,0,0,0
19949,20190818X24815_2,0,0,0,0,0,1,0,0,0,0,0
19950,20190819X30547_1,0,0,0,0,0,1,0,0,0,0,0
19951,20190820X13329_1,0,0,0,0,0,0,1,0,0,0,0
19954,20190819X35614_1,0,0,0,0,0,1,0,0,0,0,0
19955,20190820X15859_1,0,0,0,0,0,1,0,0,0,0,0
19956,20190820X21255_1,0,0,0,0,0,0,1,0,0,0,0
19958,20190820X22547_1,0,0,0,0,0,1,0,0,0,0,0
19959,20190819X62641_1,0,0,0,0,0,1,0,0,0,0,0
19960,20190820X51214_1,0,0,0,0,0,0,0,0,0,1,0
19961,20190819X15302_1,0,0,0,0,0,0,0,0,1,0,0
19962,20190821X63912_1,0,0,0,0,0,1,0,0,0,0,0
19964,20190821X22448_1,0,0,0,0,0,0,1,0,0,0,0
19966,20190821X63931_1,0,0,0,0,0,0,1,0,0,0,0
19968,20190801X94426_1,0,0,0,0,0,0,0,0,1,0,0
19969,20190821X74823_1,0,0,0,0,0,1,0,0,0,0,0
19970,20190812X44410_1,0,0,0,0,0,1,0,0,0,0,0
19971,20190804X92227_1,0,0,0,0,0,1,0,0,0,0,0
19972,20190822X70607_1,0,0,0,0,0,1,0,0,0,0,0
19973,20190818X25532_1,0,0,0,0,0,1,0,0,0,0,0
19974,20190822X70303_1,0,0,0,0,0,1,0,0,0,0,0
19976,20190821X65920_1,0,0,0,0,0,1,0,0,0,0,0
19977,20190823X45219_1,0,0,0,0,0,1,0,0,0,0,0
19978,20190824X80347_1,0,0,0,0,0,1,0,0,0,0,0
19979,20190822X45548_1,0,0,0,0,0,1,0,0,0,0,0
19980,20190822X81045_1,0,0,0,0,0,1,0,0,0,0,0
19981,20190822X02939_1,0,0,0,0,0,1,0,0,0,0,0
19982,20190824X03850_1,0,0,0,0,0,1,0,0,0,0,0
19983,20190822X34227_1,0,0,0,0,0,1,0,0,0,0,0
19984,20190821X01127_1,0,0,0,0,0,1,0,0,0,0,0
19985,20190820X31500_1,0,0,0,0,0,1,0,0,0,0,0
19986,20190820X13813_1,0,0,0,0,0,1,0,0,0,0,0
19987,20190820X13940_1,0,0,0,0,0,1,0,0,0,0,0
19988,20190826X30247_1,0,0,0,0,0,1,0,0,0,0,0
19989,20190826X32626_1,0,0,0,0,0,1,0,0,0,0,0
19990,20190826X15332_1,0,0,0,0,0,1,0,0,0,0,0
19991,20190826X31624_1,0,0,0,0,0,1,0,0,0,0,0
19992,20190826X33922_1,0,0,0,0,0,1,0,0,0,0,0
19993,20190826X12752_1,0,0,0,0,0,0,0,0,1,0,0
19997,20190827X10947_1,0,0,0,0,0,1,0,0,0,0,0
19998,20190827X80311_1,0,0,0,0,0,1,0,0,0,0,0
19999,20190825X90137_1,0,0,0,0,0,1,0,0,0,0,0
20000,20190827X94528_1,0,0,0,0,0,0,0,0,0,1,0
20001,20190827X13232_1,0,0,0,0,0,1,0,0,0,0,0
20002,20190822X70115_1,0,0,0,0,0,1,0,0,0,0,0
20003,20190827X51852_1,0,0,0,0,0,1,0,0,0,0,0
20004,20190828X20449_1,0,0,0,0,0,1,0,0,0,0,0
20005,20190826X55246_1,0,0,0,0,0,1,0,0,0,0,0
20006,20190828X10040_1,0,0,0,0,0,1,0,0,0,0,0
20007,20190828X74159_1,0,0,0,0,0,1,0,0,0,0,0
20008,20190829X83853_1,0,0,0,0,0,1,0,0,0,0,0
20009,20190826X40754_1,0,0,0,0,0,1,0,0,0,0,0
20010,20190829X03056_1,0,0,0,0,0,0,0,0,1,0,0
20011,20190829X34852_1,0,0,0,0,0,0,0,0,1,0,0
20012,20190828X74813_1,0,0,0,0,0,1,0,0,0,0,0
20013,20190828X75204_1,0,0,0,0,0,0,0,0,0,1,0
20014,20190829X92028_1,0,0,0,0,0,1,0,0,0,0,0
20015,20190829X05958_1,0,0,0,0,0,1,0,0,0,0,0
20016,20190830X64106_1,0,0,0,0,0,0,1,0,0,0,0
20018,20190830X60449_1,0,0,0,0,0,0,0,1,0,0,0
20020,20190831X32452_1,0,0,0,0,0,0,1,0,0,0,0
20022,20190903X80826_1,0,0,0,0,0,1,0,0,0,0,0
20023,20190903X95140_1,0,0,0,0,0,1,0,0,0,0,0
20024,20190903X05611_1,0,0,0,0,0,1,0,0,0,0,0
20025,20190902X34852_1,0,0,0,0,0,1,0,0,0,0,0
20026,20190902X23852_1,0,0,0,0,0,1,0,0,0,0,0
20027,20190902X33852_1,0,0,0,0,0,1,0,0,0,0,0
20028,20190903X14713_1,0,0,0,0,0,1,0,0,0,0,0
20029,20190903X44536_1,0,0,0,0,0,1,0,0,0,0,0
20030,20190904X11028_1,0,0,0,0,0,1,0,0,0,0,0
20031,20190826X43114_1,0,0,0,0,0,0,0,0,1,0,0
20033,20190902X20500_1,0,0,0,0,0,0,0,0,0,1,0
20034,20190903X83852_1,0,0,0,0,0,1,0,0,0,0,0
20035,20190904X84400_1,0,0,0,0,0,1,0,0,0,0,0
20036,20190905X05523_1,0,0,0,0,0,0,0,0,1,0,0
20038,20190905X13813_1,0,0,0,0,0,1,0,0,0,0,0
20039,20190902X51258_1,0,0,0,0,0,1,0,0,0,0,0
20040,20190904X83048_1,0,0,0,0,0,1,0,0,0,0,0
20041,20190905X84147_1,0,0,0,0,0,1,0,0,0,0,0
20042,20190905X00425_1,0,0,0,0,0,1,0,0,0,0,0
20043,20190905X63951_1,0,0,0,0,0,1,0,0,0,0,0
20044,20190904X60022_1,0,0,0,0,0,1,0,0,0,0,0
20045,20190906X45558_1,0,0,0,0,0,1,0,0,0,0,0
20046,20190906X72538_1,0,0,0,0,0,1,0,0,0,0,0
20047,20190906X42945_1,0,0,0,0,0,1,0,0,0,0,0
20048,20190907X85739_1,0,0,0,0,0,1,0,0,0,0,0
20049,20190908X00550_1,0,0,0,0,0,1,0,0,0,0,0
20050,20190908X05518_1,0,0,0,0,0,1,0,0,0,0,0
20051,20190907X64846_1,0,0,0,0,0,1,0,0,0,0,0
20052,20190908X55520_1,0,0,0,0,0,1,0,0,0,0,0
20053,20190909X13121_1,0,0,0,0,0,1,0,0,0,0,0
20054,20190909X25123_1,0,0,0,0,0,1,0,0,0,0,0
20055,20190909X51212_1,0,0,0,0,0,0,0,0,0,1,0
20056,20190909X03241_1,0,0,0,0,0,0,0,0,1,0,0
20057,20190909X21154_1,0,0,0,0,0,1,0,0,0,0,0
20058,20190909X81218_1,0,0,0,0,0,1,0,0,0,0,0
20059,20190909X84531_1,0,0,0,0,0,1,0,0,0,0,0
20060,20190909X25819_1,0,0,0,0,0,1,0,0,0,0,0
20061,20190903X83853_1,0,0,0,0,0,1,0,0,0,0,0
20062,20190908X51027_1,0,0,0,0,0,0,0,0,1,0,0
20063,20190910X53248_1,0,0,0,0,0,1,0,0,0,0,0
20064,20190906X30739_1,0,0,0,0,0,1,0,0,0,0,0
20066,20190910X65550_1,0,0,0,0,0,1,0,0,0,0,0
